"iso_id","region","load_date","load_forecast","weather_date","temperature_celsius"
2,"ISO","2024-09-06 21:00:00+00",20213,"2024-09-06 21:00:00+00","24.58334790790809"
2,"ISO","2024-09-06 22:00:00+00",20138,"2024-09-06 22:00:00+00","23.547332911511774"
2,"ISO","2024-09-06 23:00:00+00",20000,"2024-09-06 23:00:00+00","22.265213622031013"
2,"ISO","2024-09-07 00:00:00+00",19485,"2024-09-07 00:00:00+00","21.219064501363164"
2,"ISO","2024-09-07 01:00:00+00",18621,"2024-09-07 01:00:00+00","20.443631236789997"
2,"ISO","2024-09-07 02:00:00+00",17638,"2024-09-07 02:00:00+00","19.753800510768826"
2,"ISO","2024-09-07 03:00:00+00",16584,"2024-09-07 03:00:00+00","19.3299131822219"
2,"ISO","2024-09-07 04:00:00+00",15464,"2024-09-07 04:00:00+00","18.881799176618074"
2,"ISO","2024-09-07 05:00:00+00",14811,"2024-09-07 05:00:00+00","18.817389221698193"
2,"ISO","2024-09-07 06:00:00+00",14351,"2024-09-07 06:00:00+00","18.718409030888154"
2,"ISO","2024-09-07 07:00:00+00",14039,"2024-09-07 07:00:00+00","18.61190679752343"
2,"ISO","2024-09-07 08:00:00+00",13915,"2024-09-07 08:00:00+00","18.431403872927547"
2,"ISO","2024-09-07 09:00:00+00",14020,"2024-09-07 09:00:00+00","18.38126044897774"
2,"ISO","2024-09-07 10:00:00+00",14449,"2024-09-07 10:00:00+00","18.258885226532016"
2,"ISO","2024-09-07 11:00:00+00",14863,"2024-09-07 11:00:00+00","18.15451594429817"
2,"ISO","2024-09-07 12:00:00+00",15376,"2024-09-07 12:00:00+00","18.46161792898073"
2,"ISO","2024-09-07 13:00:00+00",15767,"2024-09-07 13:00:00+00","18.839006296139473"
2,"ISO","2024-09-07 14:00:00+00",16090,"2024-09-07 14:00:00+00","19.08143562882276"
2,"ISO","2024-09-07 15:00:00+00",16334,"2024-09-07 15:00:00+00","18.880731139946306"
2,"ISO","2024-09-07 16:00:00+00",16514,"2024-09-07 16:00:00+00","19.158561874220084"
2,"ISO","2024-09-07 17:00:00+00",16639,"2024-09-07 17:00:00+00","19.254340530883553"
2,"ISO","2024-09-07 18:00:00+00",16738,"2024-09-07 18:00:00+00","19.55720700243012"
2,"ISO","2024-09-07 19:00:00+00",16949,"2024-09-07 19:00:00+00","19.627319856011695"
2,"ISO","2024-09-07 20:00:00+00",17195,"2024-09-07 20:00:00+00","19.56419764430126"
2,"ISO","2024-09-07 21:00:00+00",17415,"2024-09-07 21:00:00+00","19.202207699257997"
2,"ISO","2024-09-07 22:00:00+00",17369,"2024-09-07 22:00:00+00","18.415879087517"
2,"ISO","2024-09-07 23:00:00+00",17333,"2024-09-07 23:00:00+00","16.188087799985112"
2,"ISO","2024-09-08 00:00:00+00",16894,"2024-09-08 00:00:00+00","15.723102517604616"
2,"ISO","2024-09-08 01:00:00+00",16162,"2024-09-08 01:00:00+00","15.009493677820956"
2,"ISO","2024-09-08 02:00:00+00",15396,"2024-09-08 02:00:00+00","14.557822110816687"
2,"ISO","2024-09-08 03:00:00+00",14588,"2024-09-08 03:00:00+00","14.160068530466503"
2,"ISO","2024-09-08 04:00:00+00",13864,"2024-09-08 04:00:00+00","13.434780327713042"
2,"ISO","2024-09-08 05:00:00+00",13311,"2024-09-08 05:00:00+00","12.906707519682413"
2,"ISO","2024-09-08 06:00:00+00",12905,"2024-09-08 06:00:00+00","12.20450389294166"
2,"ISO","2024-09-08 07:00:00+00",12639,"2024-09-08 07:00:00+00","11.645996580629571"
2,"ISO","2024-09-08 08:00:00+00",12507,"2024-09-08 08:00:00+00","11.17482857116778"
2,"ISO","2024-09-08 09:00:00+00",12533,"2024-09-08 09:00:00+00","10.785272088224588"
2,"ISO","2024-09-08 10:00:00+00",12665,"2024-09-08 10:00:00+00","10.452000431791816"
2,"ISO","2024-09-08 11:00:00+00",12642,"2024-09-08 11:00:00+00","10.283722050589631"
2,"ISO","2024-09-08 12:00:00+00",12578,"2024-09-08 12:00:00+00","11.502824048053697"
2,"ISO","2024-09-08 13:00:00+00",12548,"2024-09-08 13:00:00+00","12.386898084899542"
2,"ISO","2024-09-08 14:00:00+00",12581,"2024-09-08 14:00:00+00","13.301660878392966"
2,"ISO","2024-09-08 15:00:00+00",12819,"2024-09-08 15:00:00+00","14.357812216385696"
2,"ISO","2024-09-08 16:00:00+00",13007,"2024-09-08 16:00:00+00","15.47781345590937"
2,"ISO","2024-09-08 17:00:00+00",13198,"2024-09-08 17:00:00+00","16.51402338412902"
2,"ISO","2024-09-08 18:00:00+00",13396,"2024-09-08 18:00:00+00","17.27857967808052"
2,"ISO","2024-09-08 19:00:00+00",13780,"2024-09-08 19:00:00+00","17.723814474548988"
2,"ISO","2024-09-08 20:00:00+00",14466,"2024-09-08 20:00:00+00","17.98651400477314"
2,"ISO","2024-09-08 21:00:00+00",15314,"2024-09-08 21:00:00+00","17.983194918106847"
2,"ISO","2024-09-08 22:00:00+00",16017,"2024-09-08 22:00:00+00","17.656511926752614"
2,"ISO","2024-09-08 23:00:00+00",16681,"2024-09-08 23:00:00+00","16.480328707444414"
2,"ISO","2024-09-09 00:00:00+00",16583,"2024-09-09 00:00:00+00","15.338629428016304"
2,"ISO","2024-09-09 01:00:00+00",15790,"2024-09-09 01:00:00+00","14.657232594476568"
2,"ISO","2024-09-09 02:00:00+00",14892,"2024-09-09 02:00:00+00","14.128795894170139"
2,"ISO","2024-09-09 03:00:00+00",14017,"2024-09-09 03:00:00+00","13.65484930395047"
2,"ISO","2024-09-09 04:00:00+00",13441,"2024-09-09 04:00:00+00","13.599508421136022"
2,"ISO","2024-09-09 05:00:00+00",13012,"2024-09-09 05:00:00+00","13.05222558031977"
2,"ISO","2024-09-09 06:00:00+00",12731,"2024-09-09 06:00:00+00","12.553518561397937"
2,"ISO","2024-09-09 07:00:00+00",12595,"2024-09-09 07:00:00+00","12.213816346346107"
2,"ISO","2024-09-09 08:00:00+00",12742,"2024-09-09 08:00:00+00","11.970742246765155"
2,"ISO","2024-09-09 09:00:00+00",13419,"2024-09-09 09:00:00+00","11.710341181271644"
2,"ISO","2024-09-09 10:00:00+00",14576,"2024-09-09 10:00:00+00","11.494157351808553"
2,"ISO","2024-09-09 11:00:00+00",15295,"2024-09-09 11:00:00+00","11.450671927997917"
2,"ISO","2024-09-09 12:00:00+00",15427,"2024-09-09 12:00:00+00","13.322564093532208"
2,"ISO","2024-09-09 13:00:00+00",15454,"2024-09-09 13:00:00+00","15.429034088998492"
2,"ISO","2024-09-09 14:00:00+00",15522,"2024-09-09 14:00:00+00","17.1869275887625"
2,"ISO","2024-09-09 15:00:00+00",15682,"2024-09-09 15:00:00+00","18.575708023599248"
