"iso_id","region","load_date","load_forecast","weather_date","temperature_celsius"
4,"ISO","2024-09-08 17:00:00+00","75989","2024-09-08 17:00:00+00","19.004506827787566"
4,"ISO","2024-09-08 18:00:00+00","77083","2024-09-08 18:00:00+00","19.930650019979907"
4,"ISO","2024-09-08 19:00:00+00","78919","2024-09-08 19:00:00+00","20.636081139182068"
4,"ISO","2024-09-08 20:00:00+00","81145","2024-09-08 20:00:00+00","21.088011090365512"
4,"ISO","2024-09-08 21:00:00+00","83649","2024-09-08 21:00:00+00","21.17973604836908"
4,"ISO","2024-09-08 22:00:00+00","84781","2024-09-08 22:00:00+00","20.891207729659527"
4,"ISO","2024-09-08 23:00:00+00","84710","2024-09-08 23:00:00+00","19.75866901326765"
4,"ISO","2024-09-09 00:00:00+00","83878","2024-09-09 00:00:00+00","17.746074770172527"
4,"ISO","2024-09-09 01:00:00+00","81888","2024-09-09 01:00:00+00","16.34746237324663"
4,"ISO","2024-09-09 02:00:00+00","77776","2024-09-09 02:00:00+00","15.352536171678821"
4,"ISO","2024-09-09 03:00:00+00","73397","2024-09-09 03:00:00+00","14.598444685965433"
4,"ISO","2024-09-09 04:00:00+00","69525","2024-09-09 04:00:00+00","13.825358222471095"
4,"ISO","2024-09-09 05:00:00+00","67065","2024-09-09 05:00:00+00","13.227151414497655"
4,"ISO","2024-09-09 06:00:00+00","65816","2024-09-09 06:00:00+00","12.689449788514878"
4,"ISO","2024-09-09 07:00:00+00","65402","2024-09-09 07:00:00+00","12.2207016983902"
4,"ISO","2024-09-09 08:00:00+00","66478","2024-09-09 08:00:00+00","11.791327996411212"
4,"ISO","2024-09-09 09:00:00+00","69769","2024-09-09 09:00:00+00","11.3992138148202"
4,"ISO","2024-09-09 10:00:00+00","75007","2024-09-09 10:00:00+00","11.04486960887408"
4,"ISO","2024-09-09 11:00:00+00","78888","2024-09-09 11:00:00+00","10.784368758464893"
4,"ISO","2024-09-09 12:00:00+00","80679","2024-09-09 12:00:00+00","11.980544382067649"
4,"ISO","2024-09-09 13:00:00+00","81591","2024-09-09 13:00:00+00","15.298633983943375"
4,"ISO","2024-09-09 14:00:00+00","82888","2024-09-09 14:00:00+00","18.315930688863148"
4,"ISO","2024-09-09 15:00:00+00","84256","2024-09-09 15:00:00+00","20.556447569927855"
4,"ISO","2024-09-09 16:00:00+00","86230","2024-09-09 16:00:00+00","22.17989629222376"
4,"ISO","2024-09-09 17:00:00+00","88460","2024-09-09 17:00:00+00","23.35352065619884"
4,"ISO","2024-09-09 18:00:00+00","90614","2024-09-09 18:00:00+00","24.20798544846116"
4,"ISO","2024-09-09 19:00:00+00","92995","2024-09-09 19:00:00+00","24.80189446734778"
4,"ISO","2024-09-09 20:00:00+00","95262","2024-09-09 20:00:00+00","25.126919799113182"
4,"ISO","2024-09-09 21:00:00+00","97484","2024-09-09 21:00:00+00","25.09917638512536"
4,"ISO","2024-09-09 22:00:00+00","97597","2024-09-09 22:00:00+00","24.6141498833515"
